ID,IDX,DATA_TITLE,DATA_TEXT,FILENAME,MEDIA_TYPE,MEDIA_NAME,CATEGORY,PUBDATE,PARAGRAPH_COUNT,SENTENCE_COUNT,TOKEN_COUNT
4106849,31413,"아이즈 ""오랜 시간 준비…다양한 음악적 시도 했다""","밴드 아이즈(IZ)가 1년 만의 컴백 소감을 밝혔다. 

아이즈는 23일 오후 서울 서교동 KT&G 상상마당 라이브홀에서 새 싱글 앨범 'RE:IZ(리아이즈)' 발매 기념 쇼케이스를 개최했다. 

앨범명 'RE:IZ(리아이즈)'는 '다시 시작하는 아이즈'를 의미한다. 지금까지 비주얼과 퍼포먼스 위주의 아이돌 밴드였다면 20대 젊은 열정과 정통 밴드로서 실력을 갖춘 성숙한 모습을 보여주기 위한 각오가 담겨 있다. 

앨범은 얼터너티브 록 장르의 타이틀 곡 '에덴(EDEN)'과 수록곡 '안녕(Hello)' 등 아이즈의 새로운 컬러가 담긴 곡들로 채워졌다. 

아이즈 현준은 ""이번 싱글 앨범 오랜 시간 준비 많이 했다. 다양한 음악적 시도도 많이 했으니 '에덴'에 많은 기대 부탁드린다""고 말했다. 

타이틀곡 '에덴'은 얼터너티브 록 장르로 '기쁨', '낙원' 자체를 의미하는 제목 '에덴'처럼 현대사회에 지쳐있는 젊은 세대들에게 빛이 되길 원하는 곡이다. 

아이즈는 이날 오후 6시 온라인 음원 사이트를 통해 'RE:IZ(리아이즈)'를 발표하고 본격적인 활동에 돌입한다.",output_2_E_4106849.csv,뉴스,매일경제,600204,20190523,7,9,117
4109176,31401,봉준호 `기생충` 심사위원 만장일치로 선택된 황금종려상,"봉준호 감독의 ‘기생충’이 25일 오후 7시 15분(현지시간) 프랑스 칸에서 열린 제72회 칸 국제영화제(이하 칸 영화제) 폐막식에서 대한민국 영화 역사 최초로 황금종려상을 수상하는 영광을 안았다. 

전 세계 언론이 지켜보는 가운데 열린 이날 폐막식에서, 봉준호 감독은 마지막으로 무대에 올라 시상자인 배우 카트린 드뇌브와 심사위원장인 알레한드로 곤잘레스 이냐리투 감독이 건네는 황금종려상을 수상했다. 

심사위원 만장일치로 황금종려상을 품에 안은 봉준호 감독은 “이런 상황을 상상도 못했기 때문에 불어 준비를 못 했다. 불어 연습은 제대로 못 했지만 언제나 프랑스 영화를 보면서 영감을 받고 있다. 어린 시절부터 나에게 큰 영감을 준 앙리 조루즈 클루조, 클로드 샤브롤 두 분께 감사드린다”며 수상 소감을 시작했다. 

그러면서 “‘기생충’이라는 영화는 되게 큰 영화적 모험이었다. 독특하고 새로운 영화를 만들고 싶었다. 그 작업을 가능하게 해 준 것은 나와 함께한 수많은 아티스트들이 있기에 가능했고, 홍경표 촬영감독, 이하준, 최세연, 김서영 모든 아티스트들에게 감사드린다. 그리고 많은 아티스트들이 실력 발휘를 할 수 있게 해 준 바른손과 CJ에도 감사드린다”고 말했다. 

또한 봉준호 감독은 “무엇보다도 ‘기생충’은 위대한 배우들이 없었다면 나올 수 없었던 영화고, 이 자리에 함께 해준 가장 위대한 배우이자 나의 동반자인 우리 송강호의 멘트를 꼭 이 자리에서 듣고 싶다”며 송강호 배우에게 마이크를 건넸다. 

이날 폐막식을 함께 찾은 송강호 배우는 “인내심과 슬기로움과 열정을 가르쳐 주신, 존경하는 대한민국 모든 배우분들께 이 영광을 바친다”는 말로, 배우들에게 감사의 뜻을 돌렸다. 

송강호 배우로부터 마이크를 다시 전달받은 봉준호 감독은 “가족에게 감사하고, 나는 그냥 12살의 나이에 영화감독이 되기로 마음먹었던 소심하고 어리숙한 영화광이었다. 이 트로피를 이렇게 손에 만지게 될 날이 올 줄은 상상도 못했다. 감사하다”라며 수상 소감을 정리했다. 

이어진 기자회견에서 봉준호 감독은 “한국 최초의 황금종려상인데, 마침 올해가 한국 영화 100주년이 되는 해여서, 칸영화제가 한국 영화에 의미가 큰 선물을 준 것이 아닌가 생각된다”라고 상의 의미를 되새겼다. 

심사위원장인 알레한드로 곤잘레스 이냐리투 감독은 프레스 컨퍼런스에서 ‘기생충’의 만장일치 황금종려상 결정에 대해 “‘기생충’은 무척 유니크한 경험이었다. 우리 심사위원 모두의 마음을 사로잡았다. 이 영화는 예측할 수 없는 방법으로, 다른 여러 개의 장르 속으로 관객을 데려간다. 그리고 한국을 담은 영화지만 동시에 전 지구적으로도 긴급하고 우리 모두의 삶에 연관이 있는 그 무엇을, 효율적인 방식으로 재미있고 웃기게 이야기한다”고 밝혔다. 

‘기생충’의 황금종려상 수상은 영화제 기간 내내 유력하게 점쳐졌다. ‘기생충’이 프랑스 시간으로 지난 21일 오후 10시 칸 영화제 메인 상영관인 뤼미에르 극장에서 전세계 최초로 공개된 이후 국내외 언론과 평단 그리고 영화 관계자들의 호평이 쏟아졌다. 

봉준호 감독 특유의 장르를 자유롭게 넘나드는 연출력과 예측 불허의 상황 설정, 위트 있는 대사, 배우들의 케미스트리가 관객들을 매료시켰던 것. 실제 영화 상영 직후 국내외 언론들은 “봉준호 감독 작품 중 최고의 작품”, “현대 사회에 대한 예리한 통찰을 담아낸 걸작”이라고 찬사를 보내며 “봉준호는 마침내 하나의 장르가 되었다”고 경의를 표했다. 

실제 ‘기생충’은 공개 직후, 각국 매체가 발표하는 평점 집계에서 경쟁 부문 진출작 중 최고점을 받으며 수상 기대감을 높였다. 칸 국제영화제 공식 데일리지인 ‘스크린 인터내셔널’은 경쟁작 21편 가운데 최고점인 3.5점(4점 만점)을 부여했다. 20개국 기자와 평론가들로 이뤄진 아이온 시네마도 최고점인 4.1점(5점 만점)을 주는 등 다수 매체에서 최상위 평점을 기록했다. 이 같은 뜨거운 반응에 힘입어 ‘기생충’은 전 세계 192개국에 선판매되며 역대 한국영화 최다 판매 신기록을 수립하기도 했다. 

봉준호 감독은 세계 최고 권위의 칸 영화제 황금종려상 수상으로 대한민국 영화 역사에 발자취를 남기게 됐다. 그간 한국 영화는 2000년 임권택 감독의 ‘춘향뎐’을 시작으로 ‘기생충’을 포함해 총 17편의 작품이 칸 영화제 경쟁부문에 초청됐다. 이 가운데 다섯 편의 작품이 수상의 영광을 안았다. 2002년 임권택 감독의 ‘취화선’이 감독상을 받은 것을 시작으로 2004년 ‘올드보이’(박찬욱 감독)가 심사위원대상, 2007년 ‘밀양’(이창동 감독)이 여우주연상(전도연), 2009년 영화 ‘박쥐’(박찬욱 감독)가 심사위원상, 2010년 이창동 감독의 ‘시’가 각본상을 받았다. 그리고 영화 ‘기생충’이 마침내 황금종려상을 수상한 것이다. 

봉준호 감독의 이번 황금종려상 수상으로 다시 한번 세계가 주목하는 거장 감독으로서의 면모가 입증되었다. 올해 칸 영화제 경쟁부문에 초청된 작품은 총 21편. 황금종려상을 한 번 이상 수상한 감독(장 피에르 다르덴 & 뤽 다르덴, 켄 로치, 쿠엔틴 타란티노, 테런스 맬릭, 압델라티프 케시시)의 작품이 무려 5편, 여기에 칸의 총아 자비에 돌란, 거장 마르코 벨로치오까지. 그 쟁쟁한 이름 중에서 칸의 선택은 봉준호였다. 봉준호 감독의 수상은 이 같은 치열한 경쟁 속에 얻어낸 결과라 더 값지다는 평가다. 

봉준호 감독은 2006년 영화 ‘괴물’이 감독주간에 초청되면서 칸 영화제와 첫 인연을 맺었다. 옴니버스 영화 ‘도쿄!’(2008년)가 ‘주목할 만한 시선’에 초청된 데 이어 김혜자, 원빈 주연의 영화 ‘마더’(2009)가 ‘주목할 만한 시선’에 다시 초대됐다. 이어 지난 2017년에는 영화 ‘옥자’로 처음 경쟁부문에 올랐고, 2년 만인 올해 영화 ‘기생충’으로 연이어 경쟁부문에 진출, 마침내 수상의 영예를 안게 되었다. 

칸의 선택으로, 세계 영화계의 뜨거운 화제작으로 부상한 ‘기생충’은 30일 개봉, 국내 관객과 만날 예정이다.",output_2_E_4109176.csv,뉴스,매일경제,600202,20190526,16,41,744
4109184,31400,`알라딘` 박스오피스 1위 등극…흥행 마법 통했다,"‘알라딘’이 개봉 3일 만에 한국 영화 ‘악인전’을 제치고 박스오피스 역주행을 하며 정상에 오르는 기염을 토했다. 

영화 ‘알라딘’은 개봉 첫날 2위로 출발, 이번주 개봉작 및 외화 전체 박스오피스 1위로 시작한 바 있다. 개봉과 함께 폭발적 입소문과 흥바람에 힘입어 영화 ‘알라딘’은 급기야 예매율 급상승 및 무서운 속도로 박스오피스 추격과 접전 끝, 드디어 전체 일일 박스오피스 1위에 오르게 된 것. 

이는 디즈니 라이브액션의 흥행작 ‘정글북’(2016) 역시, 개봉 이후 강력한 입소문을 타고 주말 흥행 반등하며 정상으로 오르는 뒷심을 보여준 바 영화 ‘알라딘’도 흥행 평행이론을 보여주고 있다. 특히 ‘악인전’보다 좌석점유율은 낮지만, 입소문을 타고 좌석판매율까지 역전하는 기현상이 펼쳐지고 있다. 

이는 개봉 이후 흥행 복병으로 나타난 영화 ‘알라딘’이 새로운 스타일의 디즈니 라이브액션뿐 아니라, 한 편의 신나는 뮤지컬을 보는 듯한 음악과 댄스, 유머와 감동이 모두 녹여져 대한민국 관객들을 들썩이게 만들었다. 더불어 북미 및 전세계 주요 국가에서도 흥행 바람이 불면서 대한민국까지 강타, 진정한 흥행 마법이 펼쳐지게 됐다. 

특히 전체관람가 영화로 남녀노소 세대불문하고 전작이 주는 추억과 가치와 함께 1600만 이상 관객을 동원했던 2019년 최고 흥행작 ‘극한직업’의 웃음과 재미와 비견하는 입소문이 급속도로 퍼지면서 관객들의 폭발적 지지가 이어지고 있다. 

‘알라딘’은 좀도둑에 지나지 않았던 알라딘이 우연히 소원을 들어주는 램프의 요정 지니를 만나게 되면서 환상적인 모험을 겪게 되는 판타지 어드벤처. 흥바람과 흥행바람을 제대로 탄 영화 ‘알라딘’은 2D, 3D, IMAX 2D, 4DX. MX, Super Plex G, Super S, Super 4D 등으로 절찬 상영 중이다.",output_2_E_4109184.csv,뉴스,매일경제,600202,20190526,6,11,242
4483217,25043,`레이니데이 인 뉴욕` 주말 1위…총관객수 15만·소폭 상승[MK박스오피스],"우디 앨런 감독의 '레이니데이 인 뉴욕'이 5일째 박스오피스 정상을 지키며 주말을 사로잡았다. 

11일 영진위 영화관입장권통합전산망에 따르면 지난 10일 '레이니데이 인 뉴욕'을 본 관객은 1만 2163명, 누적관객수 4만 6730명이다. 

'레이니데이 인 뉴욕'은 우디 앨런 감독이 연출하고 티모시 샬라메가 주연을 맡은 멜로 신상이다. 우디 앨런 감독이 수양딸을 성추행 했다는 보도로 인해 인해 1점 평점 테러 등 논란이 일었다. 

2위는 '프리즌 이스케이프'로 8777명을 나타냈다. 누적 관객수 2만 2997명. 3위는 '트롤 : 월드투어'로 8115명이 봤다. 4위는 '저 산 너머', 5위는 '패왕별희 : 디 오리지날'이 각각 차지했다. 

한편 지난 9일과 10일 주말 이틀간 극장을 찾은 총 관객수는 14만 9535명이다. 10만 명대에 머물렀던 4월 주말보다는 소폭 상승했다. 정부의 방역 지침이 사회적 거리 두기에서 생활 속 거리 두기(생활방역)으로 전환된 후 맞은 첫 주말의 성적으로 최근 이태원 쇼크로 확진자 수가 다시 증가하면서 기대 이하의 성적을 거뒀다.",output_2_E_4483217.csv,뉴스,매일경제,600202,20200511,5,11,126
4484822,25008,티모시 샬라메 ‘레이니데이 인 뉴욕’ 6일째 1위·관객 5만 돌파[MK박스오피스],"‘레이니 데이 인 뉴욕’이 6일째 박스오피스 정상을 지키며 5만 관객을 돌파했다. 

12일 영화진흥위원회 영화관입장권통합전산망 집계에 따르면 지난 11일 '레이니 데이 인 뉴욕'은 4118명의 관객을 동원해 박스오피스 정상에 올랐다. 누적 관객 수는 5만 848명. 

'레이니 데이 인 뉴욕'은 뉴욕의 모든 것을 사랑하는 뉴요커 개츠비(티모시 샬라메), 영화에 푹 빠진 대학생 기자 애슐리(엘르 패닝), 봄비와 함께 찾아온 새로운 인연 챈(셀레나 고메즈)의 운명 같은 만남과 로맨틱한 해프닝을 담는다. 

앞서 2017년 촬영을 마쳤으나 우디 앨런 감독이 '양녀 성추행' 논란에 휩싸이며 미국을 비롯한 대부분 국가에서 개봉하지 못했다. 우리나라에서는 촬영 후 3년여 만에 개봉하게 됐다. 무엇보다 라이징스타 티모시 샬라메의 인기가 영화의 흥행에 큰 몫을 하고 있다. 

실관람객들은 직접 자신의 SNS에 영화 속에서 ‘개츠비’가 피아노를 연주하는 장면을 업로드 하며, ‘레이니 데이 인 뉴욕’에 대한 추천도 아끼지 않고 있다. 이런 반응들 덕분에 포털 사이트에는 ‘레이니 데이 인 뉴욕 노래’, ‘레이니 데이 인 뉴욕 OST’와 같은 연관 검색어들도 등장해 눈길을 끈다. 

한편, 2위는 다니엘 래드클리프 주연의 '프리즌 이스케이프'(감독 프란시스 아난)가 차지했다. 2589명을 모아 누적 관객 수는 2만 5586명이다. '저 산 너머'(감독 최종태)는 2556명을 동원해 3위에 랭크됐다. 누적 관객 수는 7만 8691명이다.",output_2_E_4484822.csv,뉴스,매일경제,600202,20200512,6,13,185
4485012,25003,"`패왕별희 디 오리지널` 6만 관객 돌파, 앙코르 이벤트 확정","‘패왕별희 디 오리지널’이 누적 관객수 6만을 돌파했다. 코로나19로 극장가가 얼어붙은 상황 속 의미 있는 결과를 만들어가고 있는 가운데, 개봉 2주차에도 연속 예매율 정상 자리를 유지하며 일반 상영관 확대가 확정돼 이목을 집중시킨다. 

지난달 30일 전야개봉 후 황금연휴 6일 연속 예매율 1위, 5월 2일부터 4일까지 좌석판매율 1위 등 박스오피스 정상을 차지한 영화 ‘패왕별희 디 오리지널’은 침체된 극장가에 활력을 불어넣고 있다. 지난 9일 5만 관객을 돌파 후, 3일 만에 6만 관객을 넘어서며 브레이크 없는 흥행 질주를 이어가고 있는 것. 

이러한 성적은 코로나19의 여파로 극장가 침체가 계속되고 있던 상황에서 기록한 성적이라 의미가 깊다. 예매율도 한국 영화부터 외화까지 다양한 화제작의 개봉에도 불구하고 개봉 2주 차인 지금까지 정상 자리를 유지하고 있어 ‘패왕별희 디 오리지널’의 장기 흥행이 이어질 것으로 보인다. 

특히 ‘패왕별희 디 오리지널’은 개봉 전부터 진행된 굿즈 패키지 상영회, 스페셜 GV 등 다양한 이벤트가 매번 예매 오픈과 함께 매진을 기록하며 신드롬적인 현상을 일으켰다. 실제로 개봉 후 스크린에서 꼭 관람해야 하는 영화라는 관객의 릴레이 추천과 관람 독려가 이어짐과 동시에 앙코르 상영회 문의가 쇄도하고 있다. 

이에 ‘패왕별희 디 오리지널’은 개봉 3주 차 주말인 오는 16일부터 한정판 머그컵 및 스페셜 배지 등을 증정하는 특별 상영회와 최고의 게스트들과 함께하는 GV 등 다양한 이벤트를 준비 중이다. 

그뿐만 아니라 ‘패왕별희 디 오리지널’의 의미있는 흥행에서 괄목할 만한 부분은 20대부터 중장년층까지 다양한 연령대의 관객의 압도적 사랑을 받고 있다. 네이버 관람객 평점에 따르면 전연령대에 걸쳐 평균 9점 이상의 압도적 평점을 기록하고 있다. 20대 관객 사이에서는 N차 관람을 이끌어내며 ‘콜 미 바이 유어 네임’ ‘타오르는 여인의 초상’을 능가하는 팬덤 영화로 등극할 것으로 보인다. 

‘패왕별희 디 오리지널’은 전국 극장가에서 절찬 상영 중이다.",output_2_E_4485012.csv,뉴스,매일경제,600202,20200512,7,13,271
4492103,24837,"뉴이스트, 한터 차트 주간 1위 차지...음원→음반 연이은 1위 행진","그룹 뉴이스트(JR 아론 백호 민현 렌)가 막강한 음반 파워를 자랑했다. 

지난 11일 미니 8집 ‘The Nocturne’을 발매한 뉴이스트는 짙어진 무드와 치명적인 매력으로 전 세계를 물들이며 또 다른 과감함과 짜릿한 전율을 선사, 음원부터 음반까지 연이은 1위 행진이 이어가고 있다. 

국내 최대 음반 판매량 집계 사이트 한터차트에 따르면 뉴이스트의 미니 8집 ‘The Nocturne’은 단연 돋보이는 판매량으로 주간 음반 차트(2020.05.11~2020.05.17)에서 1위를 차지하는 쾌거를 이뤄냈다. 

더불어 뉴이스트는 전작인 ‘The Table’ 초동 판매량을 가뿐히 돌파, 신나라 레코드, 핫트랙스 등 주요 음반 차트에서도 주간 차트 1위 및 상위권에 오르는 강력한 존재감을 각인시키며 다시 한 번 음반 강자의 면모를 입증했다. 

타이틀곡 ‘I’m in Trouble’은 공개 직후 네이버 뮤직, 소리바다를 비롯해 각종 온라인 음원 차트 1위를 기록했을 뿐만 아니라 일본, 싱가폴, 칠레, 아랍에미리트, 베트남 등 13개 지역의 아이튠즈 앨범 차트와 인도네시아, 필리핀, 멕시코, 호주 등을 비롯한 총 21개 지역 톱 10에 이름을 올리며 글로벌한 인기를 증명했다. 

이처럼 올해로 9년 차를 맞이한 뉴이스트는 매 앨범 한계 없는 변화에 성공, 식지 않는 저력을 보여주며 타이틀곡부터 수록곡까지 한 곡도 빼놓을 수 없는 다채로운 매력의 믿고 듣는 명반을 탄생시켰다. 

한편 뉴이스트는 신곡 ‘I’m in Trouble’로 활발한 활동을 이어 나갈 예정이다.",output_2_E_4492103.csv,뉴스,매일경제,600204,20200518,7,7,196
4492966,24811,"김경식 감독 `퍼디스트 프롬`, 韓 실사 최초 오버하우젠 국제단편영화제 수상","김경석 감독(28)의 영화 '퍼디스트 프롬'(Furthest From)이 독일 오버하우젠 국제단편영화제에서 아동심사위원상(Prize of the Children's Jury)을 수상했다. 한국 실사 영화로서는 첫 영예다. 

'퍼디스트 프롬'은 지난 18일(현지시간) 폐막한 제66회 오버하우젠 국제단편영화제의 어린이·청소년 영화 경쟁부문 최고상인 아동심사위원상을 수상했다. 한국 영화는 2016년 권하윤 작가의 다큐멘터리 애니메이션 '489년' 이후 4년 만에 해당 부문에서 수상에 성공했다. 실사 영화로서는 한국 영화 최초의 수상이다. 

'퍼디스트 프롬'은 1990년대 말 미국 캘리포니아 수질 오염사태 (MTBE contamination)를 배경으로 트레일러 파크에 사는 8살 여자 아이 제시의 모든 것에 대한 이별을 그린 영화다. 할리우드 영화와 드라마에서 활약하고 있는 아역 배우 아만다 크리스틴(Amanda Christine)이 주연을 맡았다. 

김경석 감독은 LA와 서울에서 활동하고 있는 감독으로 한양대학교 연극영화과 영화연출전공을 졸업했으며 데이빗 린치, 대런 아로노프스키 등의 거장들을 배출한 미국의 세계적인 영화 명문학교인 AFI (American Film Institute)를 졸업했다. '퍼디스트 프롬'은 AFI 석사 과정 졸업 영화로 유니버설 스튜디오와 포토켐(FotoKem)등의 지원을 받아서 제작됐다. 

'퍼디스트 프롬'은 오버하우젠 국제 단편 영화제 외에도 제53회 휴스턴 국제영화제에서 은상, 제50회 USA 영화제에서 (USA Film Festival)에서 심사위원상을 받고 제29회 애리조나 국제 영화제를 비롯한 9개의 유수의 영화제에서 초청되는 등 작품성을 인정받았다.",output_2_E_4492966.csv,뉴스,매일경제,600202,20200519,5,10,162
4496917,24706,재개봉 ‘위대한 쇼맨’ 새 1위…총관객수 3만대·기근 계속[MK박스오피스],"재개봉작 '위대한 쇼맨'이 박스오피스 새로운 1위에 올랐다. 

22일 영진위 통합전산망 집계에 따르면 21일 재개봉한 영화 '위대한 쇼맨'이 5,693명을 동원하며 박스오피스 정상을 차지했다. 지난 2017년 개봉한 영화 '위대한 쇼맨'은 개봉 당시 호평 속에서 약 140만명의 관객을 동원했다. 

같은 날 2위는 '프리즌 이스케이프'로 5,015명을 동원해 누적 관객 수 9만192명을 기록했다. 3위는 '카페 벨에포크'로 2,454명을 모아 누적 관객 수 5,501명을 보였다. 

한편 이날 극장을 찾은 총 관객수는 3만2,225명이었다.",output_2_E_4496917.csv,뉴스,매일경제,600202,20200522,4,6,65
4498615,24671,"`김군` 대상, 엄태구 박지후 들꽃영화제 주연상","코로나19(신종 코로나바이러스감염증) 여파 속 개최된 ‘제7회 들꽃영화상’에서 강상우 감독이 5.18 광주민주화운동의 진실을 추적한 다큐멘터리 영화 ‘김군’으로 대상을 받았다. 배우 엄태구와 박지후가 남녀주연상 트로피를 품에 안았다. 

22일 오후, 서울 중구 예장동 문학의집 서울에서 제7회 들꽃영화상 시상식이 개최됐다. 영화 ‘김군’의 강상우 감독이 제7회 들꽃영화상에서 대상 트로피를 품에 안았다. 

강상우 감독은 이날 “지난 1년 반 동안 영화를 보며 행복했다. 1980년 5월에 사라진 김군을 찾아가는 이야기인데 이 시상식 모토와 어울리는 것 같아서 의미가 더 있는 것 같다. 이제서야 김군과 민간인들에 대한 조사가 시작되어 여러 가지로 의미가 있다. 이 작품은 광주에서 저희 영화를 도와주신 100여 명의 생존자 덕분”이라고 소감을 밝혔다. 

‘판소리 복서’ 엄태구와 ‘벌새’ 박지후는 남녀주연상을 받았다. 엄태구는 “이렇게 뜻깊고 큰 상 주셔서 감사하다. ‘판소리 복서’에서 복싱하느라 고생했다고 격려해주는 상으로 알고 더 힘내서 하겠다”고 말했다. 박지후는 여우주연상을 수상한 뒤 “뜻깊은 상을 받게 되어서 너무 기쁘다”라며 “들꽃이 활짝 필 수 있게 제가 작은 힘이지만 항상 응원하겠다”고 이야기했다. 

극영화 감독상은 '메기'의 이옥섭 감독이 받았다. '메기'는 병원을 발칵 뒤집은 19금 엑스레이 사진, 도심 한복판에 등장한 싱크홀과 위험을 감지하는 특별한 메기까지 믿음에 관한 가장 엉뚱하고 발칙한 상상을 담은 이야기다. 

다큐멘터리 감독상은 '이태원'의 강유가람 감독이 받았다. '이태원'은 30년이 넘도록 격동의 이태원에서 살아온 삼숙, 나키, 영화 세 여성의 목소리를 담은 다큐멘터리로, 이들의 기억과 일상을 통해 이태원이라는 공간이 어떻게 변화하는지 다층적으로 보여준다. 

한편, 들꽃영화상은 한국 저예산 독립영화의 업적을 기리는 국내 유일의 독립영화상이다.",output_2_E_4498615.csv,뉴스,매일경제,600202,20200524,7,17,226
