ID,IDX,DATA_TITLE,DATA_TEXT,FILENAME,MEDIA_TYPE,MEDIA_NAME,CATEGORY,PUBDATE,PARAGRAPH_COUNT,SENTENCE_COUNT,TOKEN_COUNT
2021574,22776,"한국 축구, 홍콩 꺾고 8강…한일전 성사됐다","한국 축구 대표팀이 홍콩의 그물 수비를 찢고 아시안게임 우승에 한 발짝 더 다가섰다. 

이광종 감독이 이끄는 한국은 25일 고양종합운동장에서 열린 인천 아시안게임 남자 축구 16강전에서 이용재(V바렌 나가사키)의 결승골에 힘입어 홍콩을 30으로 꺾었다. 

한국은 오는 28일 오후 5시 문학경기장에서 일본과 8강전을 치른다. 

이광종 감독은 이용재를 전방에 세우고 이재성(전북 현대), 김영욱(전남 드래곤즈)으로 좌우 날개를 폈다. 

김승대(포항 스틸러스)는 처진 스트라이커로 뒤를 받쳤고 중앙 미드필더 듀오로는 손준호(이상 포항 스틸러스), 박주호(마인츠)가 나섰다. 

좌우 풀백은 김진수(호펜하임), 임창우(대전 시티즌), 센터백은 장현수(광저우 부리), 김민혁(사간 도스), 골키퍼는 김승규(울산 현대)가 맡았다. 

간판 스트라이커인 김신욱(울산 현대)과 주축 윙어 윤일록(FC서울)은 부상으로, 조커 공격수 이종호(전남 드래곤즈)는 경고누적으로 제외됐다. 

홍콩의 극단적인 수비전략 앞에 한국은 전반까지 골 결정력 부족으로 속을 태웠다. 

한국은 홍콩의 밀집수비를 두드리고 또 두드렸으나 골문을 열지 못했다. 

전반 7분 이재성의 헤딩슛, 전반 11분 임창우의 헤딩슛, 전반 14분 손준호의 중거리슛, 전반 17분 이재성의 헤딩슛, 전반 19분 김영욱의 프리킥, 전반 27분 이용재의 헤싱슛이 모두 골문을 외면했다. 

터질 듯 터지지 않은 득점포는 전반 종료 때까지 침묵했다. 

전반 34분 이재성의 스루패스를 김승대가 골 지역에서 잡아 골키퍼와 일대일 기회를 잡았으나 슈팅은 또 골키퍼의 몸에 막혔다. 

전반 35분, 39분 장현수, 전반 44분 김승대의 슈팅은 골문을 멀찍이 빗나갔다. 

홍콩은 후반에도 전열을 페널티지역까지 끌어내린 채 버티기로 일관했다. 

김판곤 홍콩 감독의 덫에 걸린 이광종호를 구한 골잡이는 이용재였다. 

한국은 후반 14분 이재성이 페널티지역 오른쪽에 투입한 패스를 김영욱이 가슴으로 떨어뜨리자 이용재가 강슛으로 연결, 고대하던 선제골을 터뜨렸다. 

무려 20번째 슈팅이 득점으로 연결된 것이었다. 

더는 물러설 곳이 없어진 홍콩은 밀집수비를 풀고 공격에 나서기 시작했다. 

여유를 찾은 한국은 곧 체증을 삭이는 추가골을 터뜨렸다. 

박주호가 후반 32분 페널티지역 왼쪽 외곽에서 왼발로 때린 대포알 슈팅이 홍콩 골망을 세차게 흔들었다. 

한국은 김진수가 후반 추가시간에 왼쪽 측면을 돌파해 쐐기골을 박았다. 

홍콩은 한국의 24차례 슈팅을 얻어맞으면서 한 차례도 슈팅을 시도하지 못한 채 경기를 마쳤다. 

태국은 중국을 20, 일본은 팔레스타인을 40, 요르단은 키르기스스탄을 20으로 각각 격파했다. 

요르단과 태국은 오는 28일 인천축구전용구장에서 준결승 출전권을 놓고 대결한다.'

 25일 전적(고양종합운동장)

한국 3(00 30)0 홍콩

 득점 이용재(후14분) 박주호(후34분) 김진수(후반 추가시간·이상 한국)",output_2_S_2021574.csv,뉴스,매일경제,0,20140925,27,25,305
2030584,22617,[2014 인천아시안게임] 남북축구 36년만에 결승서 맞짱,"인천 아시안게임

 28년 만에 아시안게임 축구 금메달에 도전하는 한국 축구가 결승전에서 북한과 격돌한다. 

한국은 지난달 30일 인천 문학경기장에서 열린 태국과의 준결승전에서 2대0 승리를 거뒀다. 한국은 이날 이라크를 1대0으로 꺾은 북한을 상대로 오는 2일 오후 8시 문학경기장에서 결승전을 치른다. 이번 대회 최고 다크호스로 떠오른 태국과의 4강전에서 한국은 강력한 몸싸움과 골키퍼 김승규(24ㆍ울산 현대)의 '선방쇼'를 앞세워 손쉬운 승리를 거뒀다. 

전반전 시작과 태국을 거세게 몰아붙인 한국은 전반 41분 이종호(22ㆍ전남 드래곤즈)가 임창우(22ㆍ대전 시티즌)의 크로스를 헤딩슛으로 연결하며 선제 결승골을 터뜨렸다. 전반 45분에는 이재성(22ㆍ전북 현대)이 얻어낸 페널티킥을 장현수(23ㆍ광저우 부리)가 득점으로 연결하며 쐐기골을 터뜨렸다. 

다급해진 태국은 후반전 거센 공세를 펼쳤지만 한국은 제공권과 강력한 몸싸움을 앞세워 태국 공격을 차단했다. 김승규는 한국 수비를 뚫고 시도한 태국의 슈팅을 모조리 쳐내며 '국가대표 골키퍼'다운 면모를 뽐냈다. 

북한은 앞서 열린 이라크와의 4강전에서 연장 접전 끝에 연장 전반전 5분 정인관(22)의 프리킥골로 이라크를 무너뜨렸다. 정인관은 이라크 페널티에어리어 외곽 지역 정면에서 얻은 프리킥을 왼발 슈팅으로 연결했고, 이라크 골키퍼가 반응조차 하지 못하면서 결승골로 연결됐다. 

북한이 아시안게임 결승 무대에 오른 것은 1990 베이징아시안게임 이후 24년 만이다. 당시 북한은 이란에 승부차기 접전 끝에 패하며 은메달에 머물렀다. 

이광종 한국 대표팀 감독은 ""목표는 오로지 우승 뿐""이라며 ""북한이 이라크를 상대로 연장전까지 치른 만큼 한국 체력이 더욱 우수하니 전방부터 강하게 압박해서 승리하겠다""고 밝혔다. 한국과 북한이 아시안게임 결승전에서 격돌하는 것은 1978 방콕아시안게임 이후 36년 만이다. 당시 한국은 북한과 연장전까지 가는 접전 끝에 득점없이 무승부를 기록하며 공동 금메달을 목에 걸었다. 

북한과의 결승전은 한국 축구가 그동안 아시안게임에서 겪었던 좌절을 털어낸다는 각오다. 동시에 2014 브라질월드컵에서 1승도 거두지 못하는 '졸전' 탓에 떠난 팬들 마음을 돌리는 것을 목표로 삼았다. 

'아시아의 맹주' 한국 축구는 아시안게임에서 세 차례 금메달을 목에 걸었다. 1970 방콕아시안게임에서 버마와 공동 우승을 차지하며 첫 번째 아시안게임 금메달을 차지한 한국 축구는 1978 방콕대회 우승에 이어 1986 서울아시안게임 결승전에서 사우디아라비아를 2대0으로 꺾고 세 번째 금메달을 목에 걸었다. 

역대 아시안게임에서 거둔 메달 개수는 9개(금ㆍ은ㆍ동 각각 3개)로 전체 아시아 국가 중 가장 많은 메달을 획득했지만 우승 횟수에서 이란(4회)에 뒤지며 체면을 구겼다. 특히 1986 서울아시안게임 이후 단 한 번도 결승 무대에 오르지 못하며 '아시아의 맹주'라는 자존심에 상처를 입었다. 

1990 베이징대회부터 2010 광저우대회까지 한국이 기록한 최고 성적은 3위(1990 베이징ㆍ2002 부산ㆍ2010 광저우)에 불과하다. 북한과의 결승전은 '아시안게임 잔혹사'를 끊어내고 이란과 함께 아시안게임 최다 우승국에 이름을 올릴 절호의 기회인 셈이다. 최근 한국 축구는 남자 16세 이하 대표팀과 여자 아시안게임 대표팀이 잇달아 북한에 패해 눈물을 흘렸다. 남자 축구 결승전에서 승리한다면 지난 두 차례 패배의 아쉬움을 다소나마 털어낼 수 있다. 

승부는 양국 수비 조직력 맞대결에서 갈릴 전망이다. 

한국은 이번 대회 여섯 경기에서 12골을 터뜨리는 동안 장현수, 김승규 등이 주축이 된 철통 같은 수비 조직력을 앞세워 단 한 골도 내주지 않는 '짠물 수비'를 펼쳤다. 5경기에서 11골을 터뜨린 북한은 인도네시아와의 16강전에서 한 골을 내준 것을 제외하곤 실점없이 결승전에 올랐다.",output_2_S_2030584.csv,뉴스,매일경제,0,20141001,14,28,418
2332787,20709,지난 20년동안 최고 선수는 조던…美 ESPN 선정,"은퇴한 농구 황제' 마이클 조던(52·미국)이 강산이 두 번 변한 20년 동안 세계를 지배한 최고 스포츠 선수에 등극했다. 

미국 스포츠 전문채널 ESPN은 3일(한국시간) 인터넷 홈페이지인 'ESPN.COM' 창간 20주년을 맞아 1995년부터 2015년까지 20년 동안 전 세계적으로 가장 탁월한 활약을 보여준 스포츠 스타 20명을 선정해 발표했다. 조던을 1위로 선정한 ESPN은 ""1990년대는 조던의 시대였다""며 ""이 시기에 조던은 농구라는 스포츠를 예술의 경지로 올려놨다""고 밝혔다. 

조던은 1996년부터 1998년까지 미국프로농구(NBA) 시카고 불스에서 3년 연속 챔피언결정전 우승을 차지했다. 이 기간에 단 한 차례도 챔피언결정전 최우수선수(MVP) 자리를 놓치지 않은 조던은 1996년과 1998년에는 정규리그 MVP까지 차지했다. 

NBA에서 조던이 떠난 자리를 메우고 있는 '킹' 르브론 제임스(31·미국)는 조던에 이어 2위에 올랐다. 2003년 NBA 신인 드래프트 전체 1순위로 클리블랜드 캐벌리어스에 입단한 제임스는 마이애미 히트로 이적한 2012년과 2013년 팀을 NBA 챔피언결정전 우승으로 이끌며 생애 최고 시기를 보냈다. 

20142015 시즌 개막을 앞두고 '친정팀' 클리블랜드로 돌아온 제임스는 새로운 우승 트로피를 노린다. 

몰락한 '골프 황제' 타이거 우즈(40·미국)는 최근 성적 부진과 성추문에도 불구하고 3위에 오르며 흔들리지 않는 영향력을 과시했다. 우즈는 2008년 남자프로골프(PGA) 투어 메이저대회인 US오픈 우승을 차지해 개인 통산 14번째 메이저대회 우승 트로피를 차지했지만 이후 성추문 등이 불거지면서 명성에 흠집이 생겼고, 최근에는 고질적인 무릎 부상으로 제 기량을 발휘하지 못하고 있다.",output_2_S_2332787.csv,뉴스,매일경제,0,20150404,6,10,182
2332788,20708,마스터스 앞둔 미켈슨 부활샷,"시즌 첫 메이저대회인 '명인 열전' 마스터스 골프대회를 앞두고 '숏게임의 달인' 필 미켈슨(미국)이 본격적으로 컨디션을 끌어올리고 있다. 

미켈슨은 3일(한국시간) 미국 텍사스주 험블 휴스턴오브골프클럽(파72·7441야드)에서 열린 미국프로골프(PGA) 투어 셸휴스턴오픈 1라운드에서 버디 7개를 잡고 보기는 1개로 막아내며 6언더파 66타를 기록했다. 

마스터스에서 세 차례나 그린재킷을 입은 '마스터스 사나이' 미켈슨은 타이거 우즈(미국)와 함께 손꼽히는 흥행 카드다. 미켈슨은 올해 시즌 초반 극도의 부진을 보였지만 지난달 30일 끝난 발레로 텍사스 오픈 1라운드에서 4위에 오르는 등 가파르게 페이스를 끌어올리고 있다. 10번홀에서 출발한 미켈슨은 전반에 버디 2개와 보기 1개로 1타밖에 줄이지 못했다. 하지만 후반에 무려 5개 버디를 잡아내며 순위를 끌어올렸다. 

미켈슨이 공동 4위로 무난한 출발을 한 가운데 스콧 피어시(미국)가 보기 없이 버디만 9개를 잡아내며 '코스레코드'를 기록해 단독 선두에 올라 마스터스 티켓 쟁탈전에서 한발 앞서 나갔다. 피어시는 이날 자신의 생애 베스트 스코어에 버금가는 맹타를 터뜨렸다. 드라이버샷도 평균 300야드를 날리며 페어웨이 적중률은 85.71%였고 그린적중률은 무려 94.44%나 됐다. 특히 10번홀에서 출발한 피어시는 18번홀(파4)부터 4번홀까지 5연속 버디를 잡아내며 물오른 샷 감각을 과시했다. 

공동 2위에 오른 알렉스 체이카(독일·7언더파 65타), 공동 4위 루크 거스리, 찰스 하월 3세, 숀 스테파니(이상 미국·6언더파 66타)는 피어시를 추격하며 마스터스 출전권 획득 경쟁에 불을 지폈다. 

지난주 발레로 텍사스 오픈까지 올해 마스터스 출전자 99명이 결정된 가운데 이번 대회 우승자에게는 마지막 한 장의 티켓이 주어진다. 

이 대회 우승을 통해 마스터스 마지막 출전권을 노리는 '코리안 브러더스'도 힘을 냈다. 

'루키' 박성준(29)이 이글 1개와 버디 3개, 보기 1개로 4언더파 68타로 공동 15위에 올랐고 또 다른 루키 김민휘(23)도 2타를 줄이며 공동 50위로 첫날 경기를 마쳤다. 13회 연속 마스터스 출전을 노리는 한국 골프의 간판 최경주(45·SK텔레콤)는 1언더파 71타 공동 65위로 부진한 출발을 했다.",output_2_S_2332788.csv,뉴스,매일경제,0,20150404,8,15,243
2334130,20707,"김세영, LPGA투어 시즌 첫 메이저 대회 2R 단독 선두","김세영(22·미래에셋)이 미국여자프로골프(LPGA) 투어 시즌 첫 메이저 대회인 ANA 인스퍼레이션(총 상금 250만 달러) 2라운드에서 단독 선두에 올랐다. 

김세영은 4일(한국시간) 미국 캘리포니아주 란초 미라지의 미션 힐스 컨트리클럽 다이나 쇼어 토너먼트 코스(파72·6769야드)에서 열린 대회 이틀째 2라운드에서 이글 1개에 버디 6개, 보기 1개를 묶어 7언더파 65타를 기록했다. 

중간합계 7언더파 137타의 성적을 낸 김세영은 5언더파 139타로 단독 2위인 모건 프레슬(미국)을 2타 차로 따돌리며 단독 1위에 나섰다. 

김세영은 1라운드에서 이븐파로 평범한 성적을 냈지만 이날 2라운드에서 그린을 한 번밖에 놓치지 않는 정확한 아이언샷을 앞세워 타수를 크게 줄였다. 

올해 LPGA 투어에 데뷔한 김세영은 2월 LPGA 투어 퓨어실크바하마 클래식에서 우승을 차지해 신인상 부문 선두를 달리고 있다. 

제니 신(23·한화)이 4언더파 140타로 브리트니 린시컴(미국), 카트리나 매슈(스코틀랜드)와 함께 공동 3위로 2라운드를 마쳤다. 

1라운드에서 공동 3위에 오른 유소연(25·하나금융그룹)은 이날 이븐파로 제자리걸음을 하며 중간합계 3언더파 141타로 이미림(25·NH투자증권), 스테이시 루이스(미국), 펑산산(중국), 렉시 톰프슨(미국) 등과 함께 공동 6위에 자리했다. 

한편 이날 LPGA 투어 사상 최초로 30라운드 연속 언더파를 도전한 뉴질랜드 교포 리디아 고(18)는 1오버파 73타에 그쳐 기록 달성에는 실패했다. 전날 1라운드에서 1언더파 71타의 성적을 내 2004년 안니카 소렌스탐(스웨덴)이 세운 29라운드 연속 언더파 기록과 동률을 이룬 리디아 고는 이날 마지막 18번 홀(파5)에서 보기를 적어내 오버파 점수로 경기를 마쳤다. 

이븐파 144타가 된 리디아 고는 공동 30위를 달리고 있다. 

이밖에 박인비(27·KB금융그룹)는 1언더파 143타, 공동 22위로 순위가 올랐다. 그는 1라운드에서는 2오버파를 쳐 공동 51위에 머물렀다. 박세리(38·하나금융그룹)는 5오버파 149타로 공동 84위로 밀려 우승 가능성이 희박해졌고, 김효주(20·롯데)는 1오버파 145타로 공동 41위다.",output_2_S_2334130.csv,뉴스,매일경제,0,20150404,10,13,219
2335239,20702,"LPGA 김세영, 메이저왕관 노린다…3라운드도 선두","김세영이 미국여자프로골프(LPGA) 투어 데뷔 시즌에 메이저대회 왕관을 노린다. 

김세영은 5일(한국시간) 미국 캘리포니아주 란초 미라지의 미션 힐스 컨트리클럽 다이나 쇼어 토너먼트 코스(파72·6769야드)에서 열린 ANA 인스퍼레이션 3라운드에서 버디 4개와 보기 1개를 묶어 3타를 줄였다. 

중간합계 10언더파 206타를 친 김세영은 2라운드에 이어 단독 선두 자리를 지키며 우승을 향해 질주했다. 

세계랭킹 3위인 스테이시 루이스(미국)가 하루동안 4타를 줄이며 김세영보다 3타 뒤진 2위(7언더파 209타)에 자리했다. 

올해 미국 무대에 도전장을 던진 김세영은 이미 지난 2월 퓨어실크바하마 클래식에서 우승을 차지하며 신인상 부문 선두를 달리고 있다. 

호쾌한 장타가 주무기인 김세영은 침착한 경기 운영으로 선두 자리를 지키며 데뷔 해에 메이저대회 우승까지 눈앞에 뒀다. 

김세영이 전반에 버디 2개와 보기 1개로 1타를 줄이는 사이 루이스가 전반에만 버디 4개를 쓸어담으며 접전을 벌였다. 

후반 들어서도 김세영과 루이스가 선두 경쟁을 벌이는 가운데 모건 프레슬(미국)도 가세해 3파전이 이어졌다. 

김세영은 14번홀(파3)에서 1.5m 버디 퍼트, 15번홀(파4)에서 2.5m 버디 퍼트를 잇따라 놓쳐 다소 답답한 경기가 계속됐다. 

하지만 16번홀(파4)에서 그린 가장자리에서 퍼터로 친 볼이 4m를 굴러 홀에 빨려 들어가 버디를 잡았다. 

이어 17번홀(파3)에서도 버디를 추가한 김세영은 추격자들을 3타차로 여유있게 따돌리고 18번홀(파5)로 갔다. 

김세영은 마지막 홀에서 1m 거리의 파퍼트를 가볍게 집어넣으며 기분좋게 3라운드를 마무리했다. 

루이스는 15번홀(파4)에서 티샷이 경기장 밖으로 날아가다 나무를 맞고 페어웨이 벙커에 떨어지는 행운을 잡았다. 

그러나 두 번째 샷이 토핑이 나는 등 고전 끝에 보기를 적어냈다. 

17번홀(파3)에서도 짧은 파퍼트를 놓쳐 1타를 잃은 루이스는 3타를 뒤진 채 마지막 날 김세영과 챔피언 조에서 대결한다. 

프레슬은 16번과 17번 홀에서 연속 보기를 하는 바람에 6언더파 210타로 공동 3위로 밀렸다. 

제니 신(23·한화)이 5언더파 211타로 공동 6위에 자리했다. 

2타를 줄인 이미향(22·볼빅)이 유소연(25·하나금융그룹)과 함께 공동 9위(4언더파 212타)에 올랐다. 

세계랭킹 2위 박인비(27·KB금융그룹)는 3언더파 213타로 공동 14위에 올라 선두와의 격차가 7타로 벌어졌다.",output_2_S_2335239.csv,뉴스,매일경제,0,20150405,19,19,254
2348725,20628,부산 아가씨 김보경 제주 비바람 뚫고 정상,"""2년 전 이 코스에서 열린 롯데칸타타 챔피언십에서 우승할 때와 날씨나 바람이나 다 비슷했어요. 목표인 1승을 했으니 이제 자동차 걸린 홀에서 홀인원을 하고 싶어요."" 무뚝뚝한 부산 아가씨 김보경(29·요진건설)이 비바람 속에서 치러진 한국여자프로골프(KLPGA) 투어 국내 개막전 롯데마트 여자오픈 트로피를 품에 안았다. 

김보경은 12일 제주도 서귀포시 롯데스카이힐 제주골프장(파72·6187야드)에서 열린 대회 마지막 날 4라운드에서 1타를 잃으며 1오버파 73타를 기록했다. 최종 합계 9언더파 279타를 기록한 김보경은 김혜윤(26·비씨카드)과 이정은(27·교촌FB)을 3타 차로 따돌리고 정상에 올랐다. 

""2위만 하자는 생각으로 임했는데 우승까지 이어져 정말 기쁘다""고 소감을 밝힌 김보경은 ""시즌 목표는 1승이었다. 그걸 이뤘으니 이제부터는 홀인원이 목표다. 장롱 면허지만 이왕이면 자동차가 걸린 홀에서 했으면 좋겠다""며 환하게 웃어 보였다. 

KLPGA 투어 통산 4승째이자 2013년 같은 코스에서 열린 롯데칸타타 여자오픈 이후 2년여 만에 맛본 우승. 우승 상금 1억2000만원을 받은 김보경은 내년 LPGA 투어 롯데 챔피언십 출전권도 보너스로 받았다. 

악천후 속에서 치러진 이날 이승현(24·NH투자증권) 이정민(23·비씨카드) 박신영(21·대방건설)과 고교생 국가대표 최혜진(16·학산여고 1)이 합계 4언더파 284타로 공동 4위에 올랐다. 

이번 대회에서 가장 관심을 모았던 지난해 KLPGA 투어 상금왕 김효주(20·롯데)는 11번 홀까지 5타를 잃은 뒤 기권했다. 김효주는 사유서에 '체력 저하로 인한 컨디션 난조로 경기 진행 불가능'이라고 써냈다.",output_2_S_2348725.csv,뉴스,매일경제,0,20150413,6,13,170
2349513,20624,"마스터스 우승 조던 스피스, 그는 누가인가?","‘sbs골프’ ‘sbs골프 pga’ ‘sbs골프 조던 스피스’ ‘sbs골프 조던 스피스 우승’

제79회 마스터스 토너먼트에서 ‘그린재킷’을 입은 조던 스피스(미국)는 올해 미국프로골프(PGA) 투어에 새 바람을 일으키며 주목받은 선수. 1993년 7월 미국 텍사스주 댈러스에서 태어난 스피스는 이제 만 21세 8개월을 넘겼다. 

시즌 첫 메이저대회인 마스터스에서 그는 ‘마스터스의 강자’인 노장 필 미켈슨(45·미국), ‘골프황제’ 타이거 우즈(40·미국), ‘세계랭킹 1위’ 로리 매킬로이(26·북아일랜드), 저스틴 로즈(35·아일랜드) 등 노련한 경쟁자를 제치고 우승자를 상징하는 그린재킷의 주인공이 됐다. 

스피스는 13일(한국시간) 미국 조지아주 오거스타 내셔널 골프장(파72·7435야드)에서 열린 제79회 마스터스 골프 토너먼트 4라운드에서 2언더파 70타를 치고 최종합계 18언더파 270타로 우승을 확정했다. 

스피스는 지난해 처음 출전한 이 대회에서 5언더파 283타를 치고 공동 2위에 올랐다. 만 20세 8개월이던 지난해 정상에 올랐더라면 최연소 우승자 타이틀을 거머쥘 수 있었다. 

올해 재도전 끝에 우승을 거머쥐었지만, 근소한 차이로 대회 최연소 우승자 자리에는 오르지 못했다. 현재 마스터스 최연소 우승 기록은 만 21세 3개월이던 1997년에 마스터스를 제패한 우즈가 갖고 있다. 

마스터스 사상 두 번째 최연소 우승자가 된 스피스는 올해 각종 신기록을 쏟아내면서 마스터스 대회를 지배했다. 

그는 1∼4라운드 내내 선두를 유지하다 우승을 차지하는 ‘와이어 투 와이어(wiretowire)’ 우승을 했다. 

이 역시 크레이그 우드(1941년), 아널드 파머(1960년), 잭 니클라우스(1972년), 플로이드(1976년) 이후 처음 나온, 마스터스 사상 5번째 기록이다. 

스피스는 이 과정에서 매 라운드 각종 기록을 제조했다. 

버디 9개, 보기 1개로 8언더파 64타를 친 첫날에는 마스터스 사상 최연소 1라운드 선두 기록을 세웠다. 

둘째 날에는 버디만 6개 몰아치며 6언더파 66타를 기록, 1·2라운드 합계 14언더파 130타를 적어냈다. 이는 이 대회 36홀 최저타 신기록이었다. 종전에는 1976년 레이먼드 플로이드의 13언더파 131타가 최저 기록이었다. 

스피스는 사흘째에도 2타를 줄여 중간합계 16언더파 200타를 기록, 이 대회 사상 54홀 최저타 기록까지 경신했다. 

이전까지 마스터스 1∼3라운드 최저타 기록은 플로이드(1976년)와 우즈(1997년)의 201타였다. 플로이드와 우즈가 모두 기세를 이어나가 마스터스 정상에 올랐던 것처럼, 스피스도 신기록 행진 끝에 마스터스 우승을 거머쥐었다. 

스피스는 최종 4라운드에서 2타를 더 줄여 72홀 최종합계 18언더파 270타를 기록했다. 이는 1997년 우즈가 세운 최저타수 18언더파 270타와 타이를 이룬다. 

이번 대회에서 스피스가 잡은 28개의 버디는 2001년 미켈슨이 기록한 25개의 버디를 훌쩍 뛰어넘는 최다 버디 기록이다.",output_2_S_2349513.csv,뉴스,매일경제,0,20150413,16,22,325
2352504,20595,대박친 `그린재킷` 효과,"'명인 열전' 마스터스에서 1997년 타이거 우즈(미국) 이후 최연소 챔피언이 된 '영건' 조던 스피스(미국)의 주가가 연일 상한가를 기록하고 있다. 미국 골프 전문매체인 골프다이제스트는 14일(한국시간) 스피스의 올해 상금 외 수입이 지난해의 3배 이상에 이를 것으로 예상된다""며 ""올해 최소한 2500만달러(약 276억원)의 수입을 올릴 수 있을 것""이라고 전망했다. 

이 매체는 ""지난해 스피스는 상금 외 수입 600만달러가량을 더해 총수입 1230만달러를 벌었다""고 분석한 뒤 ""올해는 이미 상금으로 500만달러 가까이 벌었고 상금 외 수입은 2000만달러에 이를 것""이라고 덧붙였다. 물론 외국 투어에 출전할 때 받는 초청비용도 기존 40만달러 선에서 200만달러 정도로 오를 것으로 예상했다. 

스피스만 '대박'을 기록한 것이 아니다. 메인스폰서인 스포츠브랜드 '언더아머'는 상상을 초월하는 효과를 손에 쥐었다. ""올해 마스터스의 실질적인 우승자는 미국 스포츠 브랜드 언더아머""라는 말이 나올 정도. 스피스의 모자, 셔츠, 벨트, 바지, 그리고 신발 등 총 16군데에 언더아머 로고가 박혀 있다. 특히 마스터스에서 우승하면서 골프 슈퍼스타 대열에 합류한 스피스가 이제 막 전성기에 들어섰다는 점을 감안하면 앞으로 언더아머에 안겨 줄 광고효과는 상상하기 힘들 정도라는 분석이다. 이미 마스터스가 종료된 후 처음 열린 14일 뉴욕 증시에서 언더아머 주가는 지난주보다 2% 가까이 오른 85달러 선으로 상승해 사상 최고치를 기록했다. 월가 증권사들은 앞다퉈 언더아머 주가 목표치를 상향 조정하고 있다. 

2013년 언더아머는 갓 프로에 데뷔한 19세의 앳된 스피스의 장래성을 내다보고 4년짜리 후원계약을 맺었다. 그리고 올해 1월에는 기존 계약을 폐기 처리하고 2025년까지 후원계약을 연장하는 10년짜리 장기 계약을 체결했다. 그리고 새로운 계약을 맺은 뒤 3개월 만에 스피스가 마스터스 우승이라는 사고를 친 것이다. 언더아머 입장에서 장기 계약 결단은 신의 한 수였던 셈이다. 

이제 만 22세가 되지도 않은 스피스에게 열광하는 이유는 확실하다. 가능성뿐만 아니라 확실한 흥행 요인들을 갖췄기 때문. 우선 마스터스 우승으로 기량 면에서는 확실하게 검증됐다. 게다가 스피스의 나이는 이제 만 22세도 되지 않았다. 

가장 높은 점수를 받는 것은 스피스의 착한 품성이다. 스피스는 이번 대회 내내 바르게 자란 청년이라는 이미지와 자폐 여동생의 사연이 한데 어우러지며 대중으로부터 호감을 얻는 선수가 됐다. 스피스는 대회 출전에도 성실하다. 스피스는 16일부터 나흘간 미국 사우스캐롤라이나주 힐튼헤드의 하버타운 골프 링크스에서 열리는 PGA 투어 RBC헤리티지에 출전한다. 마스터스 바로 다음주에 열리는 대회에 마스터스 챔피언이 출전하는 것은 2007년 잭 존슨(미국) 이후 8년 만이다.",output_2_S_2352504.csv,뉴스,매일경제,0,20150415,6,24,316
2353064,20594,양동근 세번째 리그 MVP…한국프로농구 사상 최초,"울산 모비스의 가드 양동근(34)이 한국 프로농구 사상 최초로 정규리그 최우수선수(MVP)를 세 차례나 차지하는 주인공이 됐다. 

양동근은 14일 서울 강남구 코엑스 인터콘티넨탈 호텔에서 열린 2014~2015 KCC 프로농구 시상식에서 기자단 투표 결과 총 99표 가운데 86표를 얻는 압도적인 지지를 받아 정규리그 MVP로 뽑혔다. MVP 상금은 1000만원. 양동근은 앞서 2005~2006시즌과 2006~2007시즌 정규리그 MVP를 2연패했다. 

한국 프로농구 사상 정규리그 MVP를 두 번 받은 선수는 양동근 외에 이상민, 서장훈, 김주성이 있지만 세 번이나 수상한 선수는 양동근이 처음이다. 

양동근은 올해 정규리그와 플레이오프 MVP를 석권하고 소속팀 모비스도 통합우승을 달성해 최고의 시즌을 만들었다. 게다가 양동근이 이날 얻은 86표는 프로농구 출범 이후 MVP 투표 사상 최다 득표다. 종전 기록은 2012~2013시즌 김선형(SK)의 84표였다. 김주성(동부)은 13표를 받아 2위에 머물렀다. 

또 양동근은 6시즌 연속 베스트 5에 선정돼 이 부문 신기록을 세웠고 서장훈과 함께 역대 최다인 8회 선정 타이기록을 수립했다. 

신인왕은 이승현(오리온스), 감독상에는 '만수' 유재학 감독이 2005~2006, 2006~2007, 2008~2009시즌에 이어 네 번째로 감독상을 받았다. 이는 전창진 전 부산 KT 감독의 5회에 이어 두 번째로 많은 기록이다. 베스트 5에는 양동근, 김선형, 문태영(모비스), 김주성, 리카르도 라틀리프(모비스)가 선정됐다.",output_2_S_2353064.csv,뉴스,매일경제,0,20150415,6,13,162
